txn_id,minute,amount,bank,network,payment_method,merchant,device,risk,route_id,health_state,success_probability,success,latency_ms
260,111,907.39,Kotak,Mastercard,CARD,Shopping,iOS,LOW,R4,HEALTHY,0.983,1,181.43
261,112,150.06,HDFC,Rupay,CARD,Food,Web,LOW,R3,DEGRADED,0.7832,1,190.87
262,113,192.78,Axis,UPI,UPI,Food,Web,LOW,R1,HEALTHY,0.986,1,133.27
263,113,227.59,ICICI,UPI,UPI,Electronics,Web,LOW,R1,HEALTHY,0.986,1,182.86
264,113,121.09,HDFC,UPI,UPI,Fuel,Web,LOW,R3,DEGRADED,0.7832,1,232.9
265,114,148.04,HDFC,UPI,UPI,Food,Android,LOW,R2,HEALTHY,0.981,1,88.0
266,114,1617.44,ICICI,UPI,UPI,Fuel,Android,LOW,R3,DEGRADED,0.7832,1,236.29
267,114,1841.47,BOB,Mastercard,CARD,Fuel,Web,MEDIUM,R3,DEGRADED,0.7832,0,203.15
268,115,483.02,ICICI,Mastercard,CARD,Travel,Web,LOW,R1,HEALTHY,0.986,1,127.46
269,116,1169.73,Kotak,UPI,UPI,Fuel,iOS,MEDIUM,R1,HEALTHY,0.986,1,144.63
270,116,808.62,Axis,Mastercard,CARD,Food,iOS,LOW,R3,DEGRADED,0.7832,0,221.9
271,116,22.86,SBI,Mastercard,CARD,Fuel,Web,MEDIUM,R3,DEGRADED,0.7832,1,233.37
272,117,114.23,SBI,UPI,UPI,Shopping,Web,LOW,R4,HEALTHY,0.983,1,168.47
273,117,2347.79,SBI,UPI,UPI,Food,Android,LOW,R1,HEALTHY,0.986,1,162.46
274,117,43.46,ICICI,Rupay,CARD,Electronics,Web,LOW,R3,DEGRADED,0.7832,1,233.31
275,118,233.82,HDFC,UPI,UPI,Fuel,Android,LOW,R2,HEALTHY,0.981,1,78.52
276,118,3872.73,BOB,UPI,UPI,Shopping,Web,MEDIUM,R3,HEALTHY,0.979,1,98.15
277,119,2479.17,SBI,Mastercard,CARD,Food,Android,MEDIUM,R4,HEALTHY,0.983,1,141.73
278,119,195.49,ICICI,UPI,UPI,Food,iOS,LOW,R1,HEALTHY,0.986,1,144.8
279,119,583.23,SBI,UPI,UPI,Shopping,iOS,LOW,R1,HEALTHY,0.986,1,136.12
280,119,360.39,HDFC,Visa,CARD,Electronics,Web,LOW,R1,HEALTHY,0.986,1,142.55
281,121,2242.2,SBI,UPI,UPI,Food,Android,LOW,R1,HEALTHY,0.986,1,144.2
282,122,151.45,SBI,Visa,CARD,Shopping,iOS,MEDIUM,R3,HEALTHY,0.979,1,124.18
283,122,56.64,BOB,UPI,UPI,Healthcare,Web,LOW,R1,HEALTHY,0.986,1,144.33
284,123,2065.66,BOB,Visa,CARD,Fuel,Web,LOW,R1,HEALTHY,0.986,1,159.59
285,123,47.33,HDFC,UPI,UPI,Food,Android,LOW,R1,HEALTHY,0.986,1,135.43
286,123,33.65,ICICI,Rupay,CARD,Fuel,Android,LOW,R3,HEALTHY,0.979,1,125.28
287,124,95.71,ICICI,Mastercard,CARD,Healthcare,Android,LOW,R1,HEALTHY,0.986,1,117.03
288,126,452.89,SBI,Visa,CARD,Food,Web,LOW,R1,HEALTHY,0.986,1,120.93
289,129,399.53,SBI,Mastercard,CARD,Food,Web,LOW,R3,HEALTHY,0.979,1,114.15
290,130,668.29,HDFC,UPI,UPI,Food,Android,LOW,R1,HEALTHY,0.986,1,142.25
291,131,391.51,ICICI,UPI,UPI,Fuel,Android,MEDIUM,R2,DEGRADED,0.7848,1,188.28
292,131,176.35,BOB,UPI,UPI,Shopping,Web,LOW,R4,HEALTHY,0.983,1,201.73
293,132,4575.05,ICICI,Mastercard,CARD,Shopping,iOS,LOW,R3,HEALTHY,0.979,0,108.34
294,133,79.98,SBI,UPI,UPI,Fuel,Android,LOW,R2,DEGRADED,0.7848,1,194.85
295,134,358.98,SBI,Mastercard,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,110.23
296,136,38.86,HDFC,Rupay,CARD,Healthcare,Android,LOW,R3,HEALTHY,0.979,1,113.22
297,137,10.0,Axis,Rupay,CARD,Electronics,Android,LOW,R3,HEALTHY,0.979,1,116.78
298,138,204.99,ICICI,UPI,UPI,Food,iOS,LOW,R1,HEALTHY,0.986,1,149.24
299,139,402.48,Kotak,UPI,UPI,Food,Web,LOW,R3,HEALTHY,0.979,1,105.92
300,139,593.11,HDFC,UPI,UPI,Healthcare,iOS,LOW,R1,HEALTHY,0.986,1,147.43
301,140,103.18,SBI,UPI,UPI,Food,Android,MEDIUM,R1,HEALTHY,0.986,1,148.37
302,140,132.42,SBI,UPI,UPI,Healthcare,Android,LOW,R2,DEGRADED,0.7848,1,185.37
303,141,478.37,SBI,UPI,UPI,Electronics,Android,LOW,R1,HEALTHY,0.986,1,153.66
304,141,183.33,Kotak,UPI,UPI,Food,iOS,LOW,R1,HEALTHY,0.986,1,152.18
305,142,80.12,SBI,UPI,UPI,Food,Android,LOW,R3,HEALTHY,0.979,1,120.64
306,143,137.81,ICICI,Mastercard,CARD,Food,iOS,LOW,R3,HEALTHY,0.979,1,106.96
307,143,490.87,SBI,Visa,CARD,Travel,Android,MEDIUM,R3,HEALTHY,0.979,1,116.61
308,144,778.39,SBI,UPI,UPI,Food,Web,LOW,R1,HEALTHY,0.986,1,144.88
309,144,103.67,Kotak,UPI,UPI,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,114.38
310,145,318.84,ICICI,UPI,UPI,Travel,Web,LOW,R4,HEALTHY,0.983,1,179.05
311,147,3158.14,Kotak,UPI,UPI,Shopping,Web,LOW,R4,HEALTHY,0.983,1,121.95
312,147,559.84,Kotak,UPI,UPI,Healthcare,Android,LOW,R2,DEGRADED,0.7848,1,171.67
313,151,1296.1,Kotak,UPI,UPI,Food,Android,LOW,R4,HEALTHY,0.983,1,195.01
314,153,361.32,HDFC,Rupay,CARD,Healthcare,Android,MEDIUM,R3,HEALTHY,0.979,1,117.45
315,154,312.34,HDFC,Rupay,CARD,Shopping,Android,LOW,R3,HEALTHY,0.979,1,117.12
316,154,81.15,SBI,Mastercard,CARD,Shopping,Android,LOW,R1,HEALTHY,0.986,1,185.56
317,154,1337.1,SBI,Mastercard,CARD,Shopping,Android,MEDIUM,R1,HEALTHY,0.986,1,124.45
318,156,242.53,ICICI,UPI,UPI,Food,iOS,LOW,R2,HEALTHY,0.981,1,90.85
319,158,1665.51,ICICI,Visa,CARD,Food,Web,MEDIUM,R1,HEALTHY,0.986,1,150.77
320,158,2959.59,HDFC,Mastercard,CARD,Travel,Android,MEDIUM,R3,HEALTHY,0.979,1,125.5
321,161,288.14,ICICI,UPI,UPI,Electronics,Web,LOW,R1,HEALTHY,0.986,1,151.45
322,163,957.66,HDFC,UPI,UPI,Shopping,iOS,MEDIUM,R3,HEALTHY,0.979,1,97.3
323,164,55.76,Axis,UPI,UPI,Fuel,iOS,LOW,R3,HEALTHY,0.979,1,111.23
324,165,1264.38,ICICI,UPI,UPI,Shopping,Web,LOW,R4,HEALTHY,0.983,1,170.07
325,165,276.3,HDFC,Visa,CARD,Food,iOS,LOW,R2,HEALTHY,0.981,1,65.85
326,167,105.68,HDFC,UPI,UPI,Fuel,iOS,MEDIUM,R4,HEALTHY,0.983,1,191.87
327,168,110.55,Axis,Mastercard,CARD,Travel,iOS,LOW,R4,HEALTHY,0.983,1,183.91
328,169,2952.12,HDFC,Rupay,CARD,Food,Android,MEDIUM,R3,HEALTHY,0.979,1,119.56
329,170,19.88,SBI,UPI,UPI,Shopping,Android,LOW,R1,HEALTHY,0.986,1,147.1
330,172,53.56,Kotak,UPI,UPI,Shopping,Android,LOW,R3,HEALTHY,0.979,1,97.94
331,173,51.64,SBI,UPI,UPI,Shopping,Android,LOW,R3,HEALTHY,0.979,1,114.11
332,173,31.78,BOB,Mastercard,CARD,Shopping,Android,LOW,R4,HEALTHY,0.983,1,164.55
333,173,251.98,Axis,UPI,UPI,Shopping,Android,LOW,R3,HEALTHY,0.979,1,82.93
334,174,79.82,SBI,UPI,UPI,Food,Android,MEDIUM,R1,HEALTHY,0.986,1,158.16
335,176,67.8,ICICI,UPI,UPI,Food,iOS,LOW,R1,HEALTHY,0.986,1,130.7
336,178,340.62,BOB,UPI,UPI,Travel,Android,LOW,R1,HEALTHY,0.986,1,140.72
337,180,499.1,HDFC,UPI,UPI,Food,Web,LOW,R1,HEALTHY,0.986,1,132.69
338,180,526.42,SBI,UPI,UPI,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,91.76
339,181,47.88,BOB,UPI,UPI,Shopping,iOS,LOW,R1,HEALTHY,0.986,1,152.53
340,182,234.62,SBI,UPI,UPI,Food,Android,MEDIUM,R1,HEALTHY,0.986,1,120.56
341,183,279.23,HDFC,Mastercard,CARD,Fuel,Android,LOW,R1,HEALTHY,0.986,1,149.81
342,185,116.41,Axis,UPI,UPI,Shopping,Web,LOW,R3,HEALTHY,0.979,1,101.93
343,185,91.24,SBI,UPI,UPI,Shopping,iOS,LOW,R1,HEALTHY,0.986,1,130.31
344,186,498.86,Axis,UPI,UPI,Food,Android,LOW,R3,HEALTHY,0.979,1,124.44
345,188,6635.73,HDFC,Rupay,CARD,Shopping,Android,LOW,R3,HEALTHY,0.979,1,109.42
346,191,48.2,Kotak,Visa,CARD,Travel,Android,LOW,R2,HEALTHY,0.981,1,89.63
347,192,261.3,ICICI,UPI,UPI,Shopping,Web,LOW,R2,HEALTHY,0.981,1,84.68
348,192,163.28,ICICI,UPI,UPI,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,113.75
349,192,381.04,HDFC,Rupay,CARD,Fuel,Web,LOW,R3,HEALTHY,0.979,1,112.06
350,194,2058.87,SBI,UPI,UPI,Shopping,iOS,MEDIUM,R3,HEALTHY,0.979,1,118.64
351,200,50000.0,Kotak,UPI,UPI,Electronics,Android,MEDIUM,R1,HEALTHY,0.986,1,138.75
352,200,1054.44,ICICI,UPI,UPI,Fuel,iOS,HIGH,R1,HEALTHY,0.986,1,142.86
353,202,84.96,ICICI,Rupay,CARD,Healthcare,iOS,HIGH,R3,HEALTHY,0.979,1,110.25
354,204,284.04,SBI,UPI,UPI,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,107.22
355,205,18.07,Axis,UPI,UPI,Travel,Web,LOW,R3,HEALTHY,0.979,1,111.08
356,206,197.15,SBI,Mastercard,CARD,Food,Web,LOW,R1,HEALTHY,0.986,1,159.37
357,206,82.55,HDFC,UPI,UPI,Food,iOS,LOW,R2,HEALTHY,0.981,1,89.97
358,207,171.91,HDFC,Mastercard,CARD,Electronics,Android,MEDIUM,R4,HEALTHY,0.983,1,166.32
359,208,618.93,ICICI,Rupay,CARD,Fuel,Web,LOW,R3,HEALTHY,0.979,1,107.18
360,212,71.98,SBI,UPI,UPI,Fuel,iOS,LOW,R4,HEALTHY,0.983,1,172.46
361,212,146.68,BOB,UPI,UPI,Travel,Android,MEDIUM,R1,HEALTHY,0.986,1,161.08
362,213,1152.61,SBI,UPI,UPI,Shopping,Web,HIGH,R4,HEALTHY,0.983,1,183.21
363,215,166.49,HDFC,UPI,UPI,Shopping,Web,LOW,R1,HEALTHY,0.986,1,138.3
364,216,1199.19,HDFC,UPI,UPI,Shopping,Web,LOW,R3,HEALTHY,0.979,1,120.47
365,216,2663.67,HDFC,Visa,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,109.68
366,217,149.92,BOB,Rupay,CARD,Healthcare,Android,LOW,R3,HEALTHY,0.979,1,103.74
367,219,452.51,ICICI,Mastercard,CARD,Food,Web,LOW,R1,HEALTHY,0.986,0,151.15
368,222,627.2,Kotak,Visa,CARD,Food,Android,MEDIUM,R4,HEALTHY,0.983,1,162.34
369,224,264.74,Kotak,UPI,UPI,Electronics,iOS,LOW,R1,HEALTHY,0.986,1,149.02
370,225,37.67,HDFC,UPI,UPI,Food,Android,LOW,R3,HEALTHY,0.979,1,126.17
371,226,181.06,SBI,Visa,CARD,Fuel,Web,LOW,R2,HEALTHY,0.981,1,60.53
372,226,595.71,Kotak,Mastercard,CARD,Healthcare,iOS,LOW,R3,HEALTHY,0.979,1,105.43
373,229,786.66,ICICI,Mastercard,CARD,Fuel,iOS,MEDIUM,R1,HEALTHY,0.986,1,144.18
374,230,826.79,ICICI,UPI,UPI,Travel,Android,MEDIUM,R4,HEALTHY,0.983,1,184.62
375,231,834.65,SBI,Mastercard,CARD,Shopping,Android,LOW,R1,HEALTHY,0.986,1,161.56
376,232,318.5,SBI,UPI,UPI,Food,Web,LOW,R1,HEALTHY,0.986,1,126.14
377,232,89.43,ICICI,Rupay,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,89.37
378,234,423.06,ICICI,UPI,UPI,Shopping,iOS,LOW,R1,HEALTHY,0.986,1,169.86
379,234,2621.28,HDFC,Rupay,CARD,Healthcare,iOS,MEDIUM,R3,HEALTHY,0.979,1,121.6
380,235,261.39,BOB,Rupay,CARD,Travel,iOS,LOW,R3,HEALTHY,0.979,1,105.24
381,235,43.84,ICICI,UPI,UPI,Food,Web,LOW,R4,HEALTHY,0.983,1,165.11
382,235,310.08,ICICI,UPI,UPI,Fuel,Android,LOW,R1,HEALTHY,0.986,1,148.22
383,236,206.26,HDFC,UPI,UPI,Healthcare,iOS,LOW,R4,HEALTHY,0.983,0,172.69
384,237,240.3,HDFC,Rupay,CARD,Fuel,Android,LOW,R3,HEALTHY,0.979,1,116.18
385,238,448.74,Axis,Rupay,CARD,Fuel,iOS,LOW,R3,HEALTHY,0.979,1,89.83
386,238,62.91,HDFC,Visa,CARD,Healthcare,Web,LOW,R2,HEALTHY,0.981,1,84.16
387,240,173.01,Kotak,UPI,UPI,Shopping,Web,LOW,R1,HEALTHY,0.986,1,154.14
388,241,243.57,Kotak,UPI,UPI,Shopping,Web,LOW,R4,HEALTHY,0.983,1,198.41
389,241,1477.06,ICICI,Rupay,CARD,Shopping,Android,HIGH,R3,HEALTHY,0.979,1,107.32
390,243,140.37,ICICI,UPI,UPI,Fuel,iOS,LOW,R2,HEALTHY,0.981,1,84.93
391,245,10.69,ICICI,Mastercard,CARD,Food,Android,LOW,R1,HEALTHY,0.986,1,143.09
392,245,165.32,HDFC,Visa,CARD,Food,Android,LOW,R4,HEALTHY,0.983,1,186.05
393,251,5218.63,HDFC,Rupay,CARD,Travel,Web,LOW,R3,HEALTHY,0.979,1,111.98
394,252,552.34,HDFC,Mastercard,CARD,Fuel,Web,LOW,R1,HEALTHY,0.986,1,181.0
395,252,313.93,ICICI,UPI,UPI,Electronics,Android,MEDIUM,R1,HEALTHY,0.986,1,151.2
396,254,358.65,Axis,Visa,CARD,Travel,Android,LOW,R2,HEALTHY,0.981,1,79.67
397,254,450.55,ICICI,UPI,UPI,Electronics,iOS,MEDIUM,R1,HEALTHY,0.986,1,135.99
398,254,2277.16,Axis,UPI,UPI,Shopping,iOS,LOW,R2,HEALTHY,0.981,1,67.63
399,254,186.37,HDFC,Visa,CARD,Travel,iOS,LOW,R2,HEALTHY,0.981,0,82.1
400,255,2300.08,ICICI,Rupay,CARD,Fuel,iOS,LOW,R3,HEALTHY,0.979,1,87.15
401,257,209.36,BOB,Mastercard,CARD,Food,iOS,LOW,R1,HEALTHY,0.986,1,139.77
402,257,196.69,BOB,Visa,CARD,Shopping,Web,LOW,R2,HEALTHY,0.981,1,84.35
403,257,1049.77,Axis,Visa,CARD,Food,Web,MEDIUM,R1,HEALTHY,0.986,1,141.99
404,257,387.51,SBI,UPI,UPI,Travel,iOS,LOW,R4,HEALTHY,0.983,1,187.18
405,258,84.0,SBI,UPI,UPI,Food,Android,LOW,R3,HEALTHY,0.979,1,104.42
406,259,242.32,Axis,UPI,UPI,Travel,iOS,LOW,R1,HEALTHY,0.986,1,133.43
407,259,343.19,BOB,UPI,UPI,Food,Web,LOW,R1,HEALTHY,0.986,1,123.5
408,260,1015.28,HDFC,UPI,UPI,Shopping,iOS,LOW,R2,HEALTHY,0.981,1,82.62
409,261,78.76,Axis,UPI,UPI,Healthcare,iOS,LOW,R2,HEALTHY,0.981,1,88.87
410,262,431.14,ICICI,Rupay,CARD,Shopping,Android,LOW,R3,HEALTHY,0.979,1,104.51
411,263,1409.43,Axis,Mastercard,CARD,Shopping,Android,LOW,R3,HEALTHY,0.979,1,114.33
412,263,312.64,SBI,Visa,CARD,Shopping,Web,LOW,R4,DEGRADED,0.7864,0,368.16
413,263,2206.27,Axis,UPI,UPI,Fuel,Web,LOW,R2,HEALTHY,0.981,1,87.3
414,263,78.21,HDFC,Rupay,CARD,Fuel,Web,LOW,R3,HEALTHY,0.979,1,106.6
415,263,282.56,HDFC,Rupay,CARD,Shopping,Android,LOW,R3,HEALTHY,0.979,1,92.22
416,264,198.83,Axis,Rupay,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,101.72
417,265,2198.47,ICICI,Rupay,CARD,Healthcare,iOS,MEDIUM,R3,HEALTHY,0.979,1,128.9
418,265,1057.93,HDFC,UPI,UPI,Healthcare,iOS,HIGH,R2,HEALTHY,0.981,1,90.38
419,266,205.61,Kotak,Visa,CARD,Shopping,Android,MEDIUM,R4,DEGRADED,0.7864,1,309.13
420,266,38.13,SBI,Visa,CARD,Food,Android,HIGH,R4,DEGRADED,0.7864,1,392.08
421,267,265.6,BOB,Rupay,CARD,Food,iOS,LOW,R3,HEALTHY,0.979,1,109.95
422,267,88.1,HDFC,Rupay,CARD,Healthcare,iOS,MEDIUM,R3,HEALTHY,0.979,1,122.08
423,267,188.65,ICICI,Mastercard,CARD,Food,Web,LOW,R1,HEALTHY,0.986,1,140.75
424,267,340.79,BOB,Mastercard,CARD,Fuel,Web,LOW,R1,HEALTHY,0.986,1,133.9
425,268,41.17,HDFC,UPI,UPI,Food,iOS,LOW,R4,DEGRADED,0.7864,1,339.1
426,268,570.74,Axis,Rupay,CARD,Fuel,Android,LOW,R3,HEALTHY,0.979,1,92.13
427,270,177.29,Axis,UPI,UPI,Food,Android,LOW,R2,HEALTHY,0.981,1,90.04
428,270,378.17,SBI,Visa,CARD,Food,Web,LOW,R2,HEALTHY,0.981,1,89.39
429,271,470.36,Axis,UPI,UPI,Shopping,Web,LOW,R1,HEALTHY,0.986,1,144.88
430,271,180.94,Kotak,UPI,UPI,Fuel,Android,LOW,R3,HEALTHY,0.979,1,120.96
431,271,263.75,ICICI,UPI,UPI,Shopping,Android,MEDIUM,R2,HEALTHY,0.981,1,79.22
432,271,240.03,ICICI,Visa,CARD,Shopping,iOS,LOW,R2,HEALTHY,0.981,1,86.53
433,271,200.21,Kotak,Mastercard,CARD,Travel,Android,LOW,R1,HEALTHY,0.986,1,128.22
434,272,287.45,SBI,UPI,UPI,Shopping,iOS,LOW,R1,HEALTHY,0.986,1,142.95
435,275,564.38,SBI,UPI,UPI,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,127.45
436,275,12.66,SBI,UPI,UPI,Healthcare,Android,LOW,R1,HEALTHY,0.986,1,155.4
437,275,54.78,BOB,Rupay,CARD,Healthcare,Android,LOW,R3,HEALTHY,0.979,1,112.39
438,275,134.39,SBI,Rupay,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,105.41
439,276,51.9,SBI,UPI,UPI,Travel,Android,LOW,R3,HEALTHY,0.979,1,118.78
440,276,543.44,Axis,Rupay,CARD,Food,Android,LOW,R3,HEALTHY,0.979,1,113.74
441,277,861.64,Axis,UPI,UPI,Food,Android,LOW,R2,HEALTHY,0.981,1,83.83
442,278,5201.35,ICICI,UPI,UPI,Fuel,iOS,MEDIUM,R2,HEALTHY,0.981,0,67.02
443,278,29.49,HDFC,UPI,UPI,Fuel,Android,MEDIUM,R1,HEALTHY,0.986,1,145.34
444,281,57.05,HDFC,Visa,CARD,Shopping,iOS,MEDIUM,R2,HEALTHY,0.981,1,74.24
445,281,43.59,ICICI,Mastercard,CARD,Shopping,Android,LOW,R3,HEALTHY,0.979,1,106.31
446,282,197.87,ICICI,UPI,UPI,Shopping,Web,MEDIUM,R3,HEALTHY,0.979,0,105.26
447,283,487.34,SBI,Mastercard,CARD,Food,Web,LOW,R1,HEALTHY,0.986,1,158.0
448,283,54.82,HDFC,Rupay,CARD,Fuel,iOS,LOW,R3,HEALTHY,0.979,1,106.61
449,285,2098.5,Axis,UPI,UPI,Shopping,iOS,MEDIUM,R1,HEALTHY,0.986,1,125.66
450,286,2594.32,HDFC,UPI,UPI,Fuel,Android,LOW,R2,HEALTHY,0.981,1,87.69
451,286,756.78,Axis,Mastercard,CARD,Healthcare,Android,MEDIUM,R3,HEALTHY,0.979,1,113.67
452,286,15.19,SBI,Rupay,CARD,Shopping,Android,HIGH,R3,HEALTHY,0.979,1,106.55
453,287,341.38,ICICI,UPI,UPI,Electronics,iOS,LOW,R2,HEALTHY,0.981,1,65.09
454,288,216.35,ICICI,Mastercard,CARD,Food,Web,LOW,R1,HEALTHY,0.986,1,149.16
455,290,45.29,ICICI,UPI,UPI,Travel,iOS,LOW,R4,HEALTHY,0.983,1,167.73
456,290,1371.63,HDFC,UPI,UPI,Food,Web,LOW,R3,HEALTHY,0.979,1,102.62
457,290,241.47,HDFC,Mastercard,CARD,Electronics,Web,LOW,R4,HEALTHY,0.983,1,160.41
458,291,1772.14,HDFC,Rupay,CARD,Healthcare,iOS,LOW,R3,HEALTHY,0.979,1,87.78
459,291,789.46,SBI,Visa,CARD,Fuel,iOS,LOW,R4,HEALTHY,0.983,1,209.03
460,292,526.34,Axis,Visa,CARD,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,113.56
461,292,603.3,BOB,Rupay,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,112.06
462,292,1253.14,BOB,UPI,UPI,Shopping,Android,MEDIUM,R1,HEALTHY,0.986,1,145.3
463,293,318.74,BOB,UPI,UPI,Shopping,Android,LOW,R4,HEALTHY,0.983,1,201.88
464,293,19.66,BOB,UPI,UPI,Shopping,Android,LOW,R3,HEALTHY,0.979,1,108.87
465,293,235.08,Axis,UPI,UPI,Shopping,Web,LOW,R2,HEALTHY,0.981,0,91.32
466,294,424.1,Kotak,Mastercard,CARD,Shopping,iOS,LOW,R1,HEALTHY,0.986,1,151.47
467,296,890.05,ICICI,UPI,UPI,Shopping,iOS,LOW,R4,HEALTHY,0.983,1,172.93
468,296,1141.63,Axis,Visa,CARD,Shopping,Web,HIGH,R4,HEALTHY,0.983,1,159.88
469,296,571.21,SBI,UPI,UPI,Healthcare,Web,LOW,R1,HEALTHY,0.986,1,141.72
470,298,10.0,ICICI,UPI,UPI,Healthcare,Web,LOW,R1,HEALTHY,0.986,1,138.01
471,298,211.24,Kotak,Visa,CARD,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,128.08
472,299,848.81,HDFC,Mastercard,CARD,Fuel,Android,MEDIUM,R3,HEALTHY,0.979,1,87.28
473,300,482.38,ICICI,Rupay,CARD,Food,iOS,LOW,R3,HEALTHY,0.979,1,107.65
474,301,2101.5,HDFC,UPI,UPI,Healthcare,Android,LOW,R4,HEALTHY,0.983,1,194.13
475,301,5457.83,Kotak,UPI,UPI,Food,Android,LOW,R1,HEALTHY,0.986,1,128.14
476,301,1974.24,BOB,Mastercard,CARD,Food,Web,LOW,R1,HEALTHY,0.986,1,160.27
477,301,425.41,SBI,Visa,CARD,Healthcare,Android,LOW,R1,HEALTHY,0.986,1,127.06
478,301,432.18,Axis,Visa,CARD,Travel,Web,LOW,R1,HEALTHY,0.986,1,135.5
479,302,223.0,Axis,UPI,UPI,Shopping,iOS,MEDIUM,R3,HEALTHY,0.979,1,111.81
480,303,157.38,ICICI,UPI,UPI,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,124.78
481,303,226.98,ICICI,Mastercard,CARD,Food,Android,LOW,R1,HEALTHY,0.986,1,146.95
482,304,218.92,HDFC,UPI,UPI,Shopping,Web,LOW,R1,HEALTHY,0.986,1,123.49
483,304,138.25,HDFC,Visa,CARD,Shopping,iOS,MEDIUM,R1,HEALTHY,0.986,1,145.37
484,306,346.41,ICICI,UPI,UPI,Shopping,Android,MEDIUM,R4,HEALTHY,0.983,1,191.21
485,306,435.13,SBI,UPI,UPI,Shopping,Web,LOW,R4,HEALTHY,0.983,1,184.53
486,306,335.01,Axis,Rupay,CARD,Food,iOS,LOW,R3,HEALTHY,0.979,1,120.78
487,307,103.11,SBI,Mastercard,CARD,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,109.69
488,307,170.86,HDFC,Mastercard,CARD,Shopping,iOS,LOW,R1,HEALTHY,0.986,1,148.86
489,307,159.8,Kotak,Mastercard,CARD,Food,Web,LOW,R3,HEALTHY,0.979,1,98.45
490,308,528.61,ICICI,UPI,UPI,Shopping,Web,LOW,R1,HEALTHY,0.986,1,135.59
491,309,797.45,SBI,UPI,UPI,Fuel,iOS,LOW,R3,HEALTHY,0.979,1,105.14
492,309,1879.97,Kotak,UPI,UPI,Fuel,Android,HIGH,R3,HEALTHY,0.979,1,122.37
493,309,5537.19,BOB,UPI,UPI,Fuel,Web,HIGH,R1,HEALTHY,0.986,1,147.83
494,309,198.71,ICICI,UPI,UPI,Shopping,iOS,LOW,R2,HEALTHY,0.981,1,91.01
495,310,199.57,Axis,Visa,CARD,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,117.89
496,310,450.58,Kotak,Mastercard,CARD,Healthcare,iOS,LOW,R3,HEALTHY,0.979,1,90.61
497,310,75.89,HDFC,UPI,UPI,Food,iOS,LOW,R4,HEALTHY,0.983,1,139.31
498,311,375.13,SBI,UPI,UPI,Shopping,Web,LOW,R3,HEALTHY,0.979,1,118.45
499,311,78.0,Kotak,Mastercard,CARD,Food,Web,LOW,R1,HEALTHY,0.986,1,153.13
500,313,89.89,HDFC,UPI,UPI,Food,iOS,MEDIUM,R4,HEALTHY,0.983,1,167.89
501,313,24.65,HDFC,UPI,UPI,Fuel,iOS,MEDIUM,R3,HEALTHY,0.979,1,117.27
502,314,59.84,SBI,UPI,UPI,Shopping,Android,MEDIUM,R1,HEALTHY,0.986,1,154.34
503,315,8386.97,Axis,Rupay,CARD,Electronics,Android,LOW,R3,HEALTHY,0.979,1,119.25
504,315,957.05,Kotak,Visa,CARD,Healthcare,iOS,LOW,R4,HEALTHY,0.983,1,184.02
505,316,125.0,HDFC,UPI,UPI,Shopping,iOS,LOW,R1,HEALTHY,0.986,1,131.56
506,317,2172.28,SBI,UPI,UPI,Fuel,Android,LOW,R3,HEALTHY,0.979,1,106.8
507,317,638.21,ICICI,UPI,UPI,Food,iOS,LOW,R1,HEALTHY,0.986,1,153.65
508,318,263.11,ICICI,UPI,UPI,Shopping,iOS,MEDIUM,R3,HEALTHY,0.979,1,106.77
509,318,220.9,ICICI,Rupay,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,91.35
510,318,54.09,BOB,UPI,UPI,Electronics,Android,MEDIUM,R3,HEALTHY,0.979,1,115.16
511,318,104.22,HDFC,UPI,UPI,Fuel,Web,LOW,R1,HEALTHY,0.986,1,141.89
512,318,928.84,HDFC,Visa,CARD,Electronics,Android,LOW,R2,HEALTHY,0.981,1,78.79
513,319,333.75,ICICI,Mastercard,CARD,Travel,Web,LOW,R4,HEALTHY,0.983,1,195.95
514,320,1358.35,SBI,UPI,UPI,Food,iOS,LOW,R1,HEALTHY,0.986,1,140.53
515,320,434.28,ICICI,Rupay,CARD,Food,iOS,LOW,R3,HEALTHY,0.979,1,105.5
516,320,1960.45,Axis,UPI,UPI,Electronics,Android,MEDIUM,R1,HEALTHY,0.986,1,126.41
517,320,272.22,SBI,UPI,UPI,Electronics,Web,MEDIUM,R2,HEALTHY,0.981,1,98.0
518,321,111.58,BOB,UPI,UPI,Healthcare,iOS,LOW,R1,HEALTHY,0.986,1,164.46
